moisture_pct,fat_pct,protein_pct,ash_pct,water_activity,ph,peroxide_value,microbial_cfu_g,hardness_n,thickness_mm,weight_g,label
5.0960569836134795,15.636876037589666,5.204759592552599,1.354367456706765,0.6170277262652395,6.460752634756389,5.849628115171384,32.570313439739834,53.5971624438888,7.814325887211513,9.694398019396704,1
4.334082838594578,17.494184652495687,6.453194766591374,1.547627666504884,0.5746714765661963,6.647250268473173,0.1,28.04013669680027,58.8687925454507,7.480662858913433,13.003567113705799,0
5.277226245720831,15.226530276500135,6.52702530806667,1.4231759265703021,0.6044862538291704,6.5013094694774285,2.8444098882450737,140.33538114292278,10.0,7.91554929855339,8.264577437435507,1
6.3276358276896305,16.92213464626336,7.208945518765108,1.580801672503545,0.684325855476593,6.855209023473059,3.4166799532373306,171.54755985446096,43.18364515709109,6.571983694445369,11.000280109554778,1
4.219015950331997,11.37234866566175,4.44971245507876,1.7143398757155246,0.7350070989527462,7.398589265730957,3.531817316799262,117.76681171473365,10.490718868460696,8.825058006242847,10.851520072131933,1
4.219035651660984,18.746527975805286,7.388850910770996,2.134861794532554,0.6713438597777216,6.414478921429398,3.8609921121561626,164.46791771086532,43.58149865314865,9.039876396098817,11.576760696018804,0
6.39505537860887,18.004219163767786,2.443412552595837,1.6715363845177191,0.6291550887624593,7.300410248884207,4.720879639618986,35.80455217993617,44.91394546822408,7.537683758207451,9.215352675095696,1
5.42092167498349,15.140189791261333,5.5551731714542845,1.165749717292163,0.7548210593273985,6.409163963826556,3.429185121909298,117.57311328201342,15.20947216906994,9.438484904490844,12.605832142110929,0
3.9366307368780573,20.307359839513417,5.767589236322683,2.256027138598064,0.591844717425363,6.376186393751558,2.7638834357126387,193.1787404231754,68.09806034495838,7.180777654760064,10.090257908760151,0
5.1510720523031575,21.281495481692954,7.4499902391068575,1.465163946553984,0.7127827404530216,7.209297309171607,2.6848213106806087,102.03810894640597,48.4321896916155,7.8203455950850245,13.698608311063904,1
3.9438987686250453,12.37354047470859,6.533946279015304,1.7765118291581485,0.5940743481483849,7.260968189003808,2.2769683959232907,204.78756551315473,34.811718815015574,8.645511251019611,11.067351468616751,0
3.941124295715692,15.33046327501825,4.39165541921557,1.9786146027762848,0.6587920662209804,7.225704968381327,5.0750866486537305,108.0009566087459,62.58455312998222,7.1327964318216726,11.85658046488212,0
4.790354725879241,15.308001775744456,5.022510311274477,1.8798441673611133,0.6097793691688593,6.142101295890929,2.206943041046971,73.05562064547405,23.452641352292197,6.394760752896449,12.00566078483281,0
2.2040637064106425,14.710339146118974,6.798020014321111,2.2376718190085905,0.614973303561247,6.567024510963974,5.193542218016489,65.13089733199968,30.249947597780192,6.210626347504917,12.366361579290858,0
2.4300986009843606,20.90316194676112,6.381398987203165,1.9916012573571036,0.5860352134284011,7.211494296001661,3.537998164519742,95.24930860860177,17.406533715961217,9.148661251122128,12.055521566244213,0
3.8252549649108327,17.32160851429519,5.63131383554638,1.4554761681211568,0.7410368628062625,6.820770920281947,2.457490386287741,4.204865461939241,66.61254235847201,7.076780279488978,11.359334176901053,1
3.2846026555986914,17.07419805541286,5.778749315732031,2.671424869596665,0.5540366565702318,6.263153576901268,4.73681443148827,198.7565948366896,48.98815645766404,7.3514105892652015,12.514572796041065,0
4.877096799114328,10.986481724576363,7.544251995738934,1.8777333853352933,0.5533790972706163,7.029158969562721,2.0450921505537636,335.70215084488586,52.91282147818194,6.609788737343156,12.699220695742431,0
3.4103711093745472,20.22396310573229,5.723461140696178,1.7410639093513975,0.8108894209260599,6.442596370504265,4.776368081456425,78.82685659789455,48.61201480702171,8.258671423463351,10.852297999335569,1
2.8052355583976505,13.662595618012846,6.36786313395639,2.1855701692222285,0.7080062808188898,7.697262424196106,3.9254522423835696,8.482741566886608,51.885213133735014,6.874752112620332,12.639551728460336,1
6.258778522705865,18.20976420593215,9.754904882120815,1.8997803783720288,0.40533976711762676,7.572420731209129,2.3073506218161586,778.6244651739563,45.93693256675187,7.106989577870943,13.787580453602544,1
4.2290684394161575,18.97081928285367,4.364476044674115,1.9596912771757309,0.5691267134710637,7.102048713177783,4.5572696306691185,55.10074774769788,48.251056112489294,7.739616335532928,13.058841294156828,0
